"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
3.61557357845937e-252,1.85402137641427,0.788,0.276,9.45147089145064e-248,"1","CCL5"
5.51884850235364e-238,2.00843077122345,0.669,0.187,1.44268218700027e-233,"1","GZMH"
1.48395562760589e-216,2.8520941765828,0.425,0.075,3.87920840612455e-212,"1","MYOM2"
2.54694638884863e-201,2.42117529561735,0.439,0.085,6.65797255508919e-197,"1","GPR56"
7.25696128389477e-197,2.09682315994402,0.546,0.143,1.89704224922293e-192,"1","FGFBP2"
6.38660049894534e-192,2.3117835243463,0.514,0.132,1.6695212364293e-187,"1","CD247"
5.8881343402905e-182,2.66432187682668,0.379,0.07,1.53921719789534e-177,"1","SPON2"
1.95397983889218e-180,1.78961305500571,0.636,0.22,5.10789869684804e-176,"1","ARL4C"
4.86353515064471e-177,1.93674474523668,0.555,0.161,1.27137672373003e-172,"1","GZMA"
6.04233001155473e-175,0.834007491881294,0.998,0.988,1.57952548832052e-170,"1","MALAT1"
8.94645027988792e-163,2.20717145121379,0.4,0.086,2.3386915676655e-158,"1","TGFBR3"
1.74736284573454e-158,1.98019328394785,0.467,0.124,4.56778121503467e-154,"1","NKG7"
2.27160436577376e-157,1.36364102523589,0.839,0.488,5.93820097256918e-153,"1","MACF1"
1.50993593125223e-156,1.89337430237804,0.55,0.184,3.94712351788646e-152,"1","RUNX3"
3.09722022470233e-146,2.31946712550375,0.396,0.098,8.09644338939436e-142,"1","TRGC1"
1.49625093709542e-145,2.29533456000196,0.343,0.07,3.91134957466114e-141,"1","KLRD1"
5.98204566766873e-131,0.829659453310671,0.969,0.872,1.56376655798528e-126,"1","TXNIP"
1.70496172033099e-123,1.44427999254937,0.561,0.217,4.45694043311723e-119,"1","FCGR3A"
1.29681711195923e-121,1.96796985033876,0.377,0.101,3.39000961237262e-117,"1","CST7"
5.31184716997209e-120,2.02454841638725,0.421,0.134,1.3885699687024e-115,"1","CX3CR1"
3.50304199802496e-116,2.08585617607501,0.308,0.07,9.15730208703704e-112,"1","CTSW"
